SystemSource,SourceType,Scope,MinimumVersionOrCondition,PermissionGuidance,CostClass,FrameworkModules,Provenance
sys.dm_os_memory_clerks,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,MEDIUM,Code/08_ServerHealth/030_USP_ServerMemory.sql | Code/08_ServerHealth/160_USP_BufferPoolAnalysis.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_os_memory_nodes,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,MEDIUM_OR_SCOPE_DEPENDENT,Code/08_ServerHealth/020_USP_ServerNuma.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_os_nodes,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/08_ServerHealth/010_USP_ServerCpuTopology.sql | Code/08_ServerHealth/020_USP_ServerNuma.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_os_performance_counters,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE where required; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/08_ServerHealth/130_USP_PerformanceCounters.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.dm_os_process_memory,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/08_ServerHealth/030_USP_ServerMemory.sql | Code/08_ServerHealth/080_USP_OSInformation.sql | Code/08_ServerHealth/160_USP_BufferPoolAnalysis.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_os_schedulers,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/02_CurrentState/005_InternalCaptureCurrentStateSnapshot.sql | Code/02_CurrentState/020_USP_CurrentRequests.sql | Code/02_CurrentState/080_USP_CurrentIO.sql | Code/08_ServerHealth/010_USP_ServerCpuTopology.sql | Code/08_ServerHealth/020_USP_ServerNuma.sql | Code/08_ServerHealth/180_USP_WorkerPressureAnalysis.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_os_spinlock_stats,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE where required; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific permission; framework grants none,MEDIUM,Code/08_ServerHealth/150_USP_InternalContentionAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.dm_os_sys_info,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/02_CurrentState/040_USP_CurrentWaits.sql | Code/03_ObjectIndex/020_USP_IndexUsage.sql | Code/08_ServerHealth/010_USP_ServerCpuTopology.sql | Code/08_ServerHealth/030_USP_ServerMemory.sql | Code/08_ServerHealth/050_USP_ServerConfiguration.sql | Code/08_ServerHealth/130_USP_PerformanceCounters.sql | Code/08_ServerHealth/150_USP_InternalContentionAnalysis.sql | Code/09_VersionAdaptive/015_USP_ServerVersionInformation.sql | Code/08_ServerHealth/180_USP_WorkerPressureAnalysis.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_os_sys_memory,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/08_ServerHealth/030_USP_ServerMemory.sql | Code/08_ServerHealth/080_USP_OSInformation.sql | Code/08_ServerHealth/160_USP_BufferPoolAnalysis.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_os_tasks,DMV_OR_DMF,SERVER,SQL Server 2019+,SQL Server 2019 requires VIEW SERVER STATE; SQL Server 2022+ requires VIEW SERVER PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/02_CurrentState/005_InternalCaptureCurrentStateSnapshot.sql | Code/02_CurrentState/020_USP_CurrentRequests.sql | Code/02_CurrentState/080_USP_CurrentIO.sql,Official Microsoft documentation; used only for request-scoped task and scheduler context
sys.dm_os_volume_stats,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE where required; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific permission; framework grants none,MEDIUM,Code/08_ServerHealth/120_USP_DatabaseCapacityAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.dm_os_wait_stats,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,MEDIUM,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/01_Common/074d_WaitTypeCatalog_Seed_04.sql | Code/02_CurrentState/040_USP_CurrentWaits.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_os_waiting_tasks,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/01_Common/074a_WaitTypeCatalog_Seed_01.sql | Code/02_CurrentState/005_InternalCaptureCurrentStateSnapshot.sql | Code/02_CurrentState/020_USP_CurrentRequests.sql | Code/02_CurrentState/030_USP_CurrentBlocking.sql | Code/02_CurrentState/040_USP_CurrentWaits.sql | Code/02_CurrentState/080_USP_CurrentIO.sql | Code/08_ServerHealth/180_USP_WorkerPressureAnalysis.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_os_workers,DMV_OR_DMF,SERVER,SQL Server 2019+,SQL Server 2019 requires VIEW SERVER STATE; SQL Server 2022+ requires VIEW SERVER PERFORMANCE STATE; framework grants none,MEDIUM_OR_SCOPE_DEPENDENT,Code/08_ServerHealth/180_USP_WorkerPressureAnalysis.sql,Official Microsoft documentation; workers are aggregated immediately per scheduler and no worker identity is emitted
sys.dm_resource_governor_configuration,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/02_CurrentState/005_InternalCaptureCurrentStateSnapshot.sql | Code/02_CurrentState/070_USP_CurrentTempDB.sql | Code/07_Infrastructure/030_USP_ResourceGovernorAnalysis.sql,Official Microsoft active Resource Governor configuration contract; used to separate pending reconfiguration from effective TempDB limits
sys.dm_resource_governor_resource_pools,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,MEDIUM_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/02_CurrentState/005_InternalCaptureCurrentStateSnapshot.sql | Code/02_CurrentState/020_USP_CurrentRequests.sql | Code/02_CurrentState/060_USP_CurrentMemoryGrants.sql | Code/02_CurrentState/070_USP_CurrentTempDB.sql | Code/07_Infrastructure/030_USP_ResourceGovernorAnalysis.sql | Code/09_VersionAdaptive/030_USP_InMemoryOltpAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.dm_resource_governor_workload_groups,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; TempDB usage peak and violation columns start with SQL Server 2025 and are schema-probed before dynamic reference,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/02_CurrentState/005_InternalCaptureCurrentStateSnapshot.sql | Code/02_CurrentState/020_USP_CurrentRequests.sql | Code/02_CurrentState/060_USP_CurrentMemoryGrants.sql | Code/02_CurrentState/070_USP_CurrentTempDB.sql | Code/07_Infrastructure/030_USP_ResourceGovernorAnalysis.sql,Official Microsoft workload-group runtime and reset-boundary contract; no runtime evidence persisted
sys.dm_server_registry,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/08_ServerHealth/070_USP_StartupParameters.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_server_services,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/07_Infrastructure/010_USP_AgentStatus.sql | Code/08_ServerHealth/080_USP_OSInformation.sql | Code/08_ServerHealth/090_USP_ServerSecurityConfiguration.sql | Code/07_Infrastructure/120_USP_AgentMonitoringAnalysis.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_tran_active_transactions,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/02_CurrentState/005_InternalCaptureCurrentStateSnapshot.sql | Code/02_CurrentState/020_USP_CurrentRequests.sql | Code/02_CurrentState/050_USP_CurrentTransactions.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_tran_database_transactions,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/02_CurrentState/005_InternalCaptureCurrentStateSnapshot.sql | Code/02_CurrentState/020_USP_CurrentRequests.sql | Code/02_CurrentState/050_USP_CurrentTransactions.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_tran_locks,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,MEDIUM,Code/01_Common/020_VW_AnalyseClassCatalog.sql | Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/01_Common/074b_WaitTypeCatalog_Seed_02.sql | Code/01_Common/074c_WaitTypeCatalog_Seed_03.sql | Code/02_CurrentState/030_USP_CurrentBlocking.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_tran_persistent_version_store_stats,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,MEDIUM_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/02_CurrentState/090_USP_CurrentLog.sql | Code/07_Infrastructure/130_USP_MaintenanceOperations.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_tran_session_transactions,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/02_CurrentState/005_InternalCaptureCurrentStateSnapshot.sql | Code/02_CurrentState/020_USP_CurrentRequests.sql | Code/02_CurrentState/050_USP_CurrentTransactions.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_xe_session_targets,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,MEDIUM_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/06_ExtendedEvents/020_USP_ExtendedEventsReadEvents.sql | Code/06_ExtendedEvents/030_USP_ExtendedEventsDeadlocks.sql | Code/06_ExtendedEvents/040_USP_ExtendedEventsBlockedProcesses.sql | Code/06_ExtendedEvents/050_USP_ExtendedEventsTargetRuntime.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_xe_sessions,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,MEDIUM_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/06_ExtendedEvents/010_USP_ExtendedEventsSessions.sql | Code/06_ExtendedEvents/020_USP_ExtendedEventsReadEvents.sql | Code/06_ExtendedEvents/030_USP_ExtendedEventsDeadlocks.sql | Code/06_ExtendedEvents/040_USP_ExtendedEventsBlockedProcesses.sql | Code/06_ExtendedEvents/050_USP_ExtendedEventsTargetRuntime.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.external_data_sources,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2016+,Metadata visibility; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/020_USP_SpecialFeatureInventory.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.external_languages,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+,Metadata visibility; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/020_USP_SpecialFeatureInventory.sql | Code/09_VersionAdaptive/090_USP_ExternalRuntimeAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.external_libraries,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2017+,Metadata visibility; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/020_USP_SpecialFeatureInventory.sql | Code/09_VersionAdaptive/090_USP_ExternalRuntimeAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.external_tables,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2016+,Metadata visibility; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/020_USP_SpecialFeatureInventory.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.fn_hadr_is_primary_replica,SYSTEM_FUNCTION,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,VIEW SERVER STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/03_ObjectIndex/040_USP_Statistics.sql | Code/07_Infrastructure/040_USP_AvailabilityGroups.sql,SQL25-004 separates the current database role from the statistics origin; no runtime evidence persisted
sys.fn_xe_file_target_read_file,SYSTEM_FUNCTION,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,HIGH_OR_SCOPE_DEPENDENT,Code/06_ExtendedEvents/020_USP_ExtendedEventsReadEvents.sql | Code/06_ExtendedEvents/030_USP_ExtendedEventsDeadlocks.sql | Code/06_ExtendedEvents/040_USP_ExtendedEventsBlockedProcesses.sql | Code/08_ServerHealth/140_USP_CriticalEngineEvents.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.filegroups,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline,Metadata visibility; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/020_USP_SpecialFeatureInventory.sql | Code/09_VersionAdaptive/030_USP_InMemoryOltpAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.foreign_key_columns,CATALOG_VIEW_OR_TABLE,DATABASE,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Database metadata visibility or VIEW DATABASE STATE/PERFORMANCE STATE as source-specific; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/03_ObjectIndex/090_USP_SchemaDesignAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.foreign_keys,CATALOG_VIEW_OR_TABLE,DATABASE,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Database metadata visibility or VIEW DATABASE STATE/PERFORMANCE STATE as source-specific; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/03_ObjectIndex/090_USP_SchemaDesignAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.fulltext_catalogs,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline,Metadata visibility; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/020_USP_SpecialFeatureInventory.sql | Code/09_VersionAdaptive/060_USP_FullTextAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.fulltext_index_columns,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline,Metadata visibility; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/060_USP_FullTextAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.fulltext_index_fragments,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline,Metadata visibility; framework grants none,MEDIUM,Code/09_VersionAdaptive/060_USP_FullTextAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.fulltext_indexes,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline,Metadata visibility; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/020_USP_SpecialFeatureInventory.sql | Code/09_VersionAdaptive/060_USP_FullTextAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.hash_indexes,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/03_ObjectIndex/020_USP_IndexUsage.sql | Code/09_VersionAdaptive/030_USP_InMemoryOltpAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.identity_columns,CATALOG_VIEW_OR_TABLE,DATABASE,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Database metadata visibility or VIEW DATABASE STATE/PERFORMANCE STATE as source-specific; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/03_ObjectIndex/090_USP_SchemaDesignAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.index_columns,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/03_ObjectIndex/010_USP_ObjectInventory.sql | Code/03_ObjectIndex/090_USP_SchemaDesignAnalysis.sql | Code/09_VersionAdaptive/040_USP_TemporalAnalysis.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.indexes,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/02_CurrentState/030_USP_CurrentBlocking.sql | Code/03_ObjectIndex/010_USP_ObjectInventory.sql | Code/03_ObjectIndex/020_USP_IndexUsage.sql | Code/03_ObjectIndex/025_USP_IndexOperationalStats.sql | Code/03_ObjectIndex/040_USP_Statistics.sql | Code/03_ObjectIndex/050_USP_Partitions.sql | Code/03_ObjectIndex/060_USP_Columnstore.sql | Code/03_ObjectIndex/070_USP_IndexPhysicalStats.sql | Code/03_ObjectIndex/090_USP_SchemaDesignAnalysis.sql | Code/09_VersionAdaptive/040_USP_TemporalAnalysis.sql | Code/09_VersionAdaptive/060_USP_FullTextAnalysis.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.json_index_paths,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2025 (17.x) Preview; source and required columns are probed before reference,Metadata visibility; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/03_ObjectIndex/010_USP_ObjectInventory.sql | Code/09_VersionAdaptive/010_USP_ServerFeatureCapabilities.sql,Official Microsoft SQL/JSON path catalog contract; ObjectInventory returns schema path metadata but never reads JSON document values
sys.json_indexes,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2025 (17.x) Preview; source and required columns are probed before reference,Metadata visibility; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/03_ObjectIndex/010_USP_ObjectInventory.sql | Code/09_VersionAdaptive/010_USP_ServerFeatureCapabilities.sql,Official Microsoft JSON-index catalog contract; no JSON document values are read and index presence is not classified as health
sys.login_token,CATALOG_VIEW_OR_TABLE,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/030_VW_AnalyseAccessPolicy.sql | Code/01_Common/040_VW_AnalyseAccessCurrent.sql | Code/01_Common/050_USP_CheckAnalyseAccess.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.objects,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/02_CurrentState/020_USP_CurrentRequests.sql | Code/02_CurrentState/030_USP_CurrentBlocking.sql | Code/03_ObjectIndex/010_USP_ObjectInventory.sql | Code/03_ObjectIndex/020_USP_IndexUsage.sql | Code/03_ObjectIndex/025_USP_IndexOperationalStats.sql | Code/03_ObjectIndex/030_USP_MissingIndexes.sql | Code/03_ObjectIndex/040_USP_Statistics.sql | Code/03_ObjectIndex/050_USP_Partitions.sql | Code/03_ObjectIndex/060_USP_Columnstore.sql | Code/03_ObjectIndex/070_USP_IndexPhysicalStats.sql | Code/03_ObjectIndex/090_USP_SchemaDesignAnalysis.sql | Code/05_QueryStore/020_USP_QueryStoreRuntimeStats.sql | Code/05_QueryStore/040_USP_QueryStorePlanChanges.sql | Code/05_QueryStore/050_USP_QueryStoreRegressions.sql | Code/05_QueryStore/060_USP_QueryStoreForcedPlans.sql | Code/09_VersionAdaptive/010_USP_ServerFeatureCapabilities.sql | Code/09_VersionAdaptive/020_USP_SpecialFeatureInventory.sql | Code/03_ObjectIndex/075_USP_VectorIndexAnalysis.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.partition_functions,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/03_ObjectIndex/050_USP_Partitions.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.partition_range_values,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/03_ObjectIndex/050_USP_Partitions.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.partition_schemes,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/03_ObjectIndex/050_USP_Partitions.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.partitions,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/02_CurrentState/030_USP_CurrentBlocking.sql | Code/03_ObjectIndex/010_USP_ObjectInventory.sql | Code/03_ObjectIndex/020_USP_IndexUsage.sql | Code/03_ObjectIndex/050_USP_Partitions.sql | Code/03_ObjectIndex/060_USP_Columnstore.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
